15.874	-3.767	27.028
19.521	5.268	21.509
20.108	13.539	13.605
14.488	19.687	4.791
6.426	23.975	-0.38
-2.705	26.788	-1.476
-9.433	27.486	3.062
-13.01	28.458	7.233
-14.981	29.248	11.236
-13.518	33.234	10.402
-12.399	37.3	7.86
-10.754	40.072	3.137
-9.803	41.407	-3.101
-8.112	39.069	-11.677
-5.952	36.428	-19.154
-3.223	35.109	-24.374
2.215	37.025	-23.407
5.947	38.943	-16.49
5.821	38.488	-7.411
3.996	37.42	0.099
2.113	36.169	6.91
-1.345	32.802	12.907
-1.683	24.871	18.52
1.667	17.4	22.213
8.518	11.378	22.676
16.735	9.618	18.92
24.053	8.609	14.116
30.367	8.197	7.592
33.537	6.281	-0.142
36.039	2.601	-6.033
37.533	-1.423	-11.226
39.123	-4.149	-14.7
41.588	-4.948	-15.834
43.748	-2.265	-13.879
43.032	3.56	-8.291
41.044	8.885	-2.989
38.541	13.231	1.675
35.762	14.455	7.6
32.905	13.963	12.949
29.285	12.967	18.156
24.611	4.828	20.985
18.661	-4.834	21.038
13.409	-12.961	20.304
6.7	-19.69	19.197
-0.159	-24.409	17.959
-7.245	-27.034	17.213
-15.369	-24.871	16.493
-23.143	-21.499	15.363
-29.716	-16.952	13.284
-34.976	-13.9	11.226
-39.289	-12.338	9.286
-42.142	-12.252	7.221
-44.241	-13.157	5.86
-46.033	-13.589	5.565
-47.482	-13.739	6.218
-46.788	-14.616	9.156
-41.775	-17.796	13.253
-37.769	-20.243	16.827
-35.156	-19.963	20.594
-34.138	-11.361	22.36
-34.095	-1.37	19.056
-33.549	7.214	11.262
-28.526	9.647	-1.036
-23.206	10.536	-11.308
-19.057	10.076	-20.017
-16.225	4.529	-26.085
-15.028	-2.75	-29.626
-13.547	-11.299	-30.204
-14.154	-19.33	-27.257
-15.584	-25.082	-22.501
-18.184	-28.921	-15.69
-20.295	-30.039	-7.374
-21.88	-29.956	-0.23
-21.642	-30.066	5.442
-19.259	-29.54	11.398
-16.049	-29.298	16.224
-12.471	-28.408	20.353
-5.963	-26.869	22.859
2.507	-24.329	23.388
11.354	-21.784	21.084
19.839	-17.975	15.349
26.507	-14.832	11.852
31.819	-13.39	9.449
35.33	-13.319	8.535
34.314	-16.53	10.974
30.751	-18.743	14.981
25.304	-15.763	20.437
22.674	-12.479	24.457
24.334	-9.805	25.49
29.514	-5.766	20.872
34.07	-3.212	16.276
38.432	-2.039	11.294
41.051	-2.772	4.468
41.898	-6.497	-0.959
42.667	-9.866	-5.107
42.413	-12.182	-9.979
40.835	-8.687	-17.094
38.406	-1.905	-22.157
35.238	6.629	-23.205
32.136	13.843	-15.434
28.874	17.459	-6.726
25.013	19.068	1.658
20.65	17.022	9.586
16.726	13.623	16.334
14.184	9.935	21.419
11.22	4.046	24.819
8.439	-1.842	27.156
4.707	-7.548	28.278
-0.776	-10.192	29.644
-4.373	-13.957	30.417
-6.848	-18.232	30.133
-7.72	-23.493	28.589
-7.093	-28.369	26.031
-4.371	-32.632	23.327
-3.105	-35.76	21.685
-3.9	-38.189	20.324
-7.337	-39.68	18.823
-15.417	-38.209	14.321
-21.913	-35.669	8.152
-27.065	-32.66	1.637
-32.587	-26.563	-1.557
-36.475	-20.312	-4.522
-38.125	-15.196	-9.504
-35.254	-11.442	-17.167
-25.18	-7.267	-24.312
-16.626	-4.506	-30.043
-8.907	-4.043	-34.258
-2.478	-10.498	-34.68
1.387	-17.532	-32.61
2.623	-24.352	-29.42
-2.678	-29.497	-23.822
-10.149	-30.628	-16.679
-17.695	-28.527	-11.016
-21.156	-22.623	-17.028
-17.665	-20.261	-24.687
-10.998	-19.98	-29.545
-1.898	-19.999	-30.774
7.644	-20.082	-29.255
15.173	-20.247	-27.938
21.798	-20.274	-26.703
26.992	-20.296	-25.417
31.332	-20.019	-23.405
34.323	-20.777	-18.423
35.566	-21.495	-12.331
35.835	-21.493	-5.953
36.054	-19.929	0.039
35.308	-20.251	4.561
33.273	-22.186	8.615
23.971	-26.173	11.88
11.945	-28.153	13.243
0.25	-26.934	14.296
-9.851	-22.748	14.274
-18.726	-19.508	13.686
-25.837	-17.11	13.611
-30.254	-14.785	15.589
-32.869	-10.961	17.838
-34.771	-7.704	20.323
-36.145	-11.342	20.82
-37.604	-15.235	18.462
-39.759	-18.166	15.814
-41.768	-19.735	13.309
-42.772	-21.567	10.991
-43.49	-23.13	9.826
-43.099	-25.245	10.347
-41.505	-22.528	14.977
-39.184	-16.828	19.049
-35.377	-9.12	22.351
-30.327	0.779	22.665
-25.934	9.872	21.129
-21.697	17.644	19.287
-15.876	24.575	17.348
-9.634	28.676	16.047
-2.83	31.785	14.855
1.819	32.507	17.281
3.952	29.943	21.143
5.896	23.894	24.815
10.564	15.093	25.29
16.768	8.765	23.326
23.533	6.457	18.841
29.029	7.733	13.079
33.631	9.439	8.76
36.719	11.773	5.422
38.028	15.771	1.898
38.595	19.744	-1.599
36.269	25.229	-4.611
32.579	30.082	-5.782
29.662	33.674	-3.559
25.429	34.963	1.731
16.023	32.602	8.11
5.883	29.703	12.597
-3.175	24.152	16.112
-4.08	11.985	18.538
-1.886	2.288	20.395
2.198	-4.464	21.715
6.388	-8.878	22.547
9.013	-13.101	23.925
8.089	-17.787	24.521
5.738	-21.751	25.045
-0.738	-24.494	24.214
-8.188	-26.522	21.441
-15.893	-27.291	16.508
-21.027	-26.138	7.397
-23.292	-25.291	-1.625
-23.47	-24.3	-9.877
-26.044	-22.855	-15.124
-30.529	-22.41	-14.016
-32.819	-24.182	-9.02
-30.692	-27.501	-3.065
-27.077	-30.912	1.051
-22.677	-34.598	3.706
-17.646	-37.332	5.787
-14.447	-38.261	9.453
-12.206	-36.47	14.865
-9.329	-27.606	20.157
-4.97	-18.343	23.444
-0.974	-11.023	25.762
4.374	-9.824	27.551
10.997	-10.886	26.048
18.887	-10.338	21.808
25.537	-6.286	13.866
30.236	-4.712	7.331
34.404	-2.764	2.19
37.82	-2.083	-1.53
40.953	-2.021	-4.716
43.162	-2.17	-7.651
44.561	2.195	-8.701
44.581	7.43	-8.718
44.311	12.004	-9.316
44.271	15.471	-8.614
44.439	17.857	-8.256
45.475	17.825	-9.084
46.782	13.611	-6.206
47.408	9.649	-3.399
47.197	6.666	-0.638
