53.345	2.856	-15.033
53.178	2.708	-15.314
53.643	2.793	-15.161
53.311	3.048	-14.92
53.443	3.061	-14.64
53.761	3.464	-14.717
54.003	3.397	-14.385
53.998	3.145	-14.409
54.397	3.242	-14.242
54.012	3.212	-14.188
54.018	3.486	-14.548
53.921	3.8	-14.734
53.944	4.151	-14.787
53.867	4.528	-15.025
53.633	5.022	-16.592
46.827	6.306	-23.186
36.058	6.68	-29.197
21.458	6.123	-31.858
6.643	6.129	-27.672
-5.641	7.3	-22.038
-14.873	8.83	-16.758
-21.243	12.409	-11.474
-24.922	16.169	-7.09
-26.319	21.441	-4.021
-19.486	26.638	-1.302
-11.537	30.242	2.086
-5.1	32.053	5.288
-2.74	36.685	3.486
-0.499	39.32	-1.225
1.835	40.36	-7.678
4.31	37.393	-15.627
5.07	32.466	-22.94
5.055	26.37	-29.268
7.322	19.863	-33.706
11.021	13.804	-36.521
14.254	7.496	-38.387
16.914	1.378	-39.191
19.696	-4.678	-38.076
22.985	-10.582	-35.734
26.288	-15.687	-32.496
28.33	-19.388	-29.79
29.852	-22.74	-27.326
29.858	-26.511	-25.814
28.358	-29.937	-25.056
26.656	-33.173	-24.83
24.086	-36.069	-24.713
22.532	-38.38	-24.634
21.589	-40.225	-24.481
21.542	-41.204	-24.181
25.032	-39.795	-22.955
29.848	-36.592	-21.241
34.432	-30.996	-19.197
37.434	-20.964	-15.86
38.737	-10.513	-11.971
36.766	-0.531	-7.883
29.337	8.748	-2.763
20.072	16.031	1.429
10.837	20.858	4.835
3.026	23.836	7.966
-1.232	26.44	11.698
0.453	27.32	15.72
8.554	28.4	13.212
15.604	29.074	7.731
19.801	28.715	-0.564
20.333	22.535	-10.579
19.034	16.106	-18.84
15.768	9.861	-25.384
7.395	4.694	-29.268
-1.463	-0.441	-30.634
-9.69	-4.759	-30.113
-16.038	-10.16	-27.532
-20.631	-15.548	-25.284
-23.444	-20.726	-21.832
-22.66	-25.803	-15.503
-19.839	-29.641	-9.417
-15.779	-33.665	-4.799
-9.263	-37.136	-3.866
1.666	-34.184	-8.714
10.949	-28.204	-12.111
18.591	-21.465	-14.241
23.932	-12.571	-15.229
27.317	-4.003	-15.894
28.149	4.876	-16.864
21.603	13.839	-17.825
14.044	20.59	-18.33
7.19	25.785	-18.81
2.731	29.759	-20.211
-0.134	33.142	-21.154
-1.548	36.836	-19.859
-3.14	39.397	-16.143
-4.036	41.548	-11.798
-5.193	42.679	-6.828
-9.938	40.316	0.022
-15.275	36.162	5.644
-19.465	32.06	10.731
-23.518	28.183	14.228
-27.456	24.877	16.453
-30.814	22.328	18.634
-34.052	20.377	17.826
-38.517	17.426	14.468
-41.641	13.41	8.309
-41.817	7.201	0.844
-40.968	0.782	-5.257
-38.066	-5.496	-11.487
-32.099	-10.961	-18.058
-25.907	-15.217	-23.751
-19.132	-17.916	-28.457
-12.182	-18.788	-32.462
-4.955	-15.56	-36.008
1.46	-10.141	-38.466
6.109	-4.054	-40.318
6.928	2.242	-41.616
4.768	7.438	-42.574
-1.732	13.292	-39.842
-9.484	17.358	-36.101
-17.146	20.106	-30.795
-24.039	20.441	-24.751
-26.456	20.751	-13.782
-24.453	22.806	-4.625
-19.075	26.254	1.11
-10.121	30.923	0.528
-3.33	33.969	-1.904
2.301	36.8	-3.459
5.066	39.433	-2.875
5.575	41.81	-2.556
4.268	43.593	-2.152
-0.097	44.782	-1.931
-5.213	45.224	-1.312
-10.905	44.972	-1.66
-16.42	42.61	-5.667
-20.506	39.259	-11.055
-22.764	34.737	-16.878
-25.103	27.697	-22.314
-27.013	19.918	-26.07
-28.455	12.915	-28.881
-29.691	3.897	-29.252
-30.609	-4.194	-28.564
-31.076	-11.932	-27.133
-28.038	-19.347	-26.483
-26.111	-24.895	-25.652
-24.742	-29.239	-26.365
-24.802	-30.778	-28.284
-26.253	-31.051	-29.382
-28.398	-30.013	-30.528
-32.887	-28.827	-28.203
-36.737	-28.172	-23.669
-39.565	-27.449	-17.382
-40.251	-26.655	-10.52
-36.748	-25.868	-1.395
-31.241	-24.423	7.014
-24.408	-22.261	13.671
-15.969	-16.883	18.518
-9.7	-11.123	22.312
-4.628	-3.587	24.459
-5.34	4.917	24.933
-7.923	11.012	24.975
-12.223	14.689	25.269
-18.726	13.102	24.899
-23.787	7.931	24.991
-24.38	1.107	26.543
-17.423	-5.917	27.174
-10.43	-11.128	26.946
-4.126	-14.897	26.744
1.636	-15.171	27.65
6.555	-14.02	28.86
10.817	-11.533	29.623
